,İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
3418,18/05/2020,Hyundai,Accent,"1.3
",2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,168000,38700
3419,18/05/2020,Hyundai,I20,1.2 MPI Style,2017.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,93000,93500
3420,18/05/2020,Hyundai,I30,"1.4 CVVT
",2010.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,114000,69750
3421,18/05/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,50000,118750
3422,18/05/2020,Hyundai,Elantra,1.6 GLS,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Galeriden,2. El,168,42000
3431,17/05/2020,Hyundai,IX35,1.6 GDI 4x2 Style Plus,2012.0,Benzin,Düz Vites,1601-1800 cc,126-150 BG,Beyaz ,Diğer,Sahibinden,2. El,129000,115000
3432,17/05/2020,Hyundai,Accent Era,1.6  Expo Platinyum,2010.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,152000,65000
3433,17/05/2020,Hyundai,Galloper,2.5 TDI,1999.0,Dizel,Düz Vites,2001-2500 cc,76-100 BG,Siyah ,Arazi Aracı,Sahibinden,2. El,211000,65000
3434,16/05/2020,Hyundai,Elantra,1.6 MPI Style,2019.0,Benzin,Düz Vites,1301-1600 cc,126-150 BG,Lacivert ,Sedan,Sahibinden,2. El,3900,152000
3435,16/05/2020,Hyundai,Accent Era,1.5 Era CRDi-VGT Team,2011.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,79000,57000
3437,16/05/2020,Hyundai,Accent Era,1.4 Era Start,2008.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Siyah ,Sedan,Sahibinden,2. El,145000,55000
3439,16/05/2020,Hyundai,Accent,"1.3
",2004.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Gri ,Sedan,Sahibinden,2. El,225000,42000
3440,15/05/2020,Hyundai,Accent,"1.3
",2000.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,167500,22000
3441,15/05/2020,Hyundai,I20,"1.4 CVVT
",2011.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,230000,82000
3443,15/05/2020,Hyundai,Getz,1.5 CRDi VGT Start,2010.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,121500,45500
3444,15/05/2020,Hyundai,Accent Era,1.5 CRDi-VGT Team,2009.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,235000,47000
3445,14/05/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015.0,Dizel,Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,97000,89000
3446,14/05/2020,Hyundai,Accent Era,1.5 CRDi Team,2007.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Bal Rengi ,Sedan,Galeriden,2. El,311000,38500
3447,14/05/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016.0,Dizel,Düz Vites,1301-1600 cc,126-150 BG,Gümüş Gri ,Diğer,Yetkili,0 km,86715,113750
3449,14/05/2020,Hyundai,I30,1.6 CRDi Elite,2013.0,Dizel,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,119000,128000
3450,13/05/2020,Hyundai,Accent Era,1.5 CRDi Start,2011.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Galeriden,2. El,166000,53900
3451,13/05/2020,Hyundai,I20,1.4 CVVT Jump,2018.0,Benzin,Otomatik Vites,1301-1600 cc,100 BG ve altı,Diğer ,Diğer,Yetkili,0 km,52874,130000
3452,13/05/2020,Hyundai,IX35,1.6 GDI 4x2 Style Plus,2012.0,Benzin,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Diğer,Galeriden,2. El,169000,113500
3453,13/05/2020,Hyundai,Accent,1.5 CRDi Admire,2005.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Galeriden,2. El,300000,25000
3476,12/05/2020,Hyundai,I20,1.4 CVVT Style Otm.,2018.0,Benzin,Otomatik Vites,1301-1600 cc,100 BG ve altı,Diğer ,Diğer,Yetkili,0 km,45172,134000
3477,12/05/2020,Hyundai,I20,1.4 CVVT Jump,2015.0,Benzin,Otomatik Vites,1301-1600 cc,100 BG ve altı,Gri ,Hatchback 3 Kapı,Yetkili,0 km,99400,109000
3478,12/05/2020,Hyundai,I20,1.4 CRDI Jump,2013.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,140000,5086500
3479,11/05/2020,Hyundai,Tucson,2.0 CRDi Style,2006.0,Dizel,Düz Vites,1801-2000 cc,101-125 BG,Gümüş Gri ,Arazi Aracı,Sahibinden,2. El,129000,85000
3480,09/05/2020,Hyundai,I20,1.4 CRDi Style,2017.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,178000,80000
3481,08/05/2020,Hyundai,Accent Era,1.5 CRDi-VGT Team,2009.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,238000,53500
3487,06/05/2020,Hyundai,Getz,1.5 CRDi VGT,2005.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,217000,42000
3489,05/05/2020,Hyundai,I10,1.0 D-CVVT Style,2014.0,Benzin,Düz Vites,1300 cc ve altı,126-150 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,115000,68500
3490,04/05/2020,Hyundai,i20 Active,1.4 MPI Elite,2018.0,Benzin,Otomatik Vites,1301-1600 cc,76-100 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,27000,128500
3491,04/05/2020,Hyundai,I20,1.4 CRDi Style,2015.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,84000,112750
3493,03/05/2020,Hyundai,Accent,1.5 CRDi,2005.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,134000,45000
3494,03/05/2020,Hyundai,Accent,1.3 LX,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Galeriden,2. El,240000,19750
3495,03/05/2020,Hyundai,Accent,1.3 LX,1997.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Gümüş ,Sedan,Galeriden,2. El,215600,19750
3501,01/05/2020,Hyundai,I20,1.4 CRDI Jump,2014.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,138000,62500
3502,30/04/2020,Hyundai,I20,1.2 D-CVVT Jump,2013.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,128400,64000
3503,29/04/2020,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2017.0,Benzin,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Diğer,Yetkili,0 km,52183,106500
3504,29/04/2020,Hyundai,I20,1.4 CVVT Style Otm.,2018.0,Benzin,Otomatik Vites,1301-1600 cc,100 BG ve altı,Diğer ,Diğer,Yetkili,0 km,38385,135000
3506,26/04/2020,Hyundai,Accent Era,1.5 CRDi Mode,2011.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Bej ,Sedan,Sahibinden,2. El,185000,69500
3509,23/04/2020,Hyundai,Accent,1.3 LX,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Altın ,Sedan,Sahibinden,2. El,202000,31300
3510,23/04/2020,Hyundai,Elantra,1.6 CRDi Style,2016.0,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,29300,121000
3511,22/04/2020,Hyundai,Santa Fe,2.2 CRDi,2010.0,Dizel,Yarı Otomatik Vites,2001-2500 cc,176-200 BG,Mavi ,Arazi Aracı,Sahibinden,2. El,388000,110000
3521,22/04/2020,Hyundai,Accent,1.3 LS,2000.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Yeşil ,Sedan,Galeriden,2. El,290000,20000
3522,22/04/2020,Hyundai,Accent,1.3 LS,1998.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Gümüş Gri ,Sedan,Galeriden,2. El,280000,20000
3523,22/04/2020,Hyundai,I30,1.6 CRDi Style,2017.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Gri ,Diğer,Yetkili,0 km,71167,163500
3525,21/04/2020,Hyundai,Accent,1.5 1.5i GLS,1995.0,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Kırmızı ,Sedan,Sahibinden,2. El,250000,18650
3526,20/04/2020,Hyundai,IX35,1.6 GDI Elite,2013.0,Benzin,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Diğer,Sahibinden,2. El,51500,138000
3527,20/04/2020,Hyundai,Accent,1.5 GL,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,280000,21000
3529,19/04/2020,Hyundai,I20,1.4 CRDI Jump,2016.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,128000,90000
3530,18/04/2020,Hyundai,I20,1.4 CRDI Sense,2014.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,126000,74000
3531,18/04/2020,Hyundai,Tucson,1.6 GDI Style,2016.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Bal Rengi ,Hatchback 5 Kapı,Sahibinden,2. El,62000,161000
3802,16/04/2020,Hyundai,Tucson,1.6 GDI Elite Plus,2016.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,151-175 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,119500,199750
3803,16/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2018.0,Dizel,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,25500,118000
3804,15/04/2020,Hyundai,I20,"1.2 D-CVVT
",2014.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,193000,42000
3805,15/04/2020,Hyundai,I30,1.6 CVVT Style Plus,2008.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,364000,46500
3807,13/04/2020,Hyundai,Accent,1.6 Admire,2006.0,Benzin/LPG,Düz Vites,1601-1800 cc,100 BG ve altı,Gümüş Gri ,Sedan,Sahibinden,2. El,736000,24500
3808,13/04/2020,Hyundai,Accent,1.5 GLS,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Mavi ,Sedan,Sahibinden,2. El,125000,29500
3809,12/04/2020,Hyundai,Trajet,"2.0 CRDi GLS
",2001.0,Dizel,Düz Vites,1801-2000 cc,101-125 BG,Mavi ,MPV,Galeriden,2. El,205000,42500
3810,12/04/2020,Hyundai,Getz,1.3 GLS,2005.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,33000,54750
3811,11/04/2020,Hyundai,I20,1.2 D-CVVT Jump,2013.0,Benzin/LPG,Düz Vites,1300 cc ve altı,100 BG ve altı,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,125000,63500
3812,11/04/2020,Hyundai,Coupe,1.6 FX,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Spor / Coupe,Sahibinden,2. El,230000,47990
3813,10/04/2020,Hyundai,Accent,1.6 Era Select,2008.0,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Yeşil ,Sedan,Sahibinden,2. El,175000,58500
3814,10/04/2020,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,183000,58000
3815,09/04/2020,Hyundai,I20,"1.2 D-CVVT
",2013.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,58000,76500
3816,09/04/2020,Hyundai,I20,1.2 MPI Elite Blue,2015.0,Benzin,Düz Vites,1300 cc ve altı,51-75 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,42000,83000
3817,09/04/2020,Hyundai,Accent,1.3 1.3i,1996.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Spor / Coupe,Sahibinden,2. El,260000,20000
3818,08/04/2020,Hyundai,i20 Active,1.4 MPI Elite,2013.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,123734,52500
3819,08/04/2020,Hyundai,Accent,1.3 LS,1998.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Eflatun ,Sedan,Sahibinden,2. El,180000,20000
3820,07/04/2020,Hyundai,I20,1.2 Team,2011.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,125000,45300
3822,07/04/2020,Hyundai,Accent,1.5 1.5i GLS,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,310,25750
3823,07/04/2020,Hyundai,Accent Era,1.4 Era Team,2008.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Lacivert ,Sedan,Galeriden,2. El,400000,32900
3824,07/04/2020,Hyundai,Tucson,1.6 CRDI Style,2018.0,Dizel,Düz Vites,1301-1600 cc,126-150 BG,Bej ,Arazi Aracı,Sahibinden,0 km,0,222000
3825,07/04/2020,Hyundai,I20,1.4 MPI Style,2019.0,Benzin/LPG,Otomatik Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,32000,125900
3826,06/04/2020,Hyundai,i20 Active,1.4 MPI Elite,2017.0,Benzin,Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,16500,118000
3827,06/04/2020,Hyundai,Accent Blue,1.6 CRDI Biz,2012.0,Dizel,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Galeriden,2. El,226000,71000
3828,05/04/2020,Hyundai,I20,1.4 MPI Elite,2015.0,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,114000,97000
3829,04/04/2020,Hyundai,I30,1.6 CRDi Elite,2015.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Siyah ,Station Wagon,Sahibinden,2. El,93000,133000
3830,02/04/2020,Hyundai,i20 Troy,1.4 CRDi Mode,2011.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,150000,59750
3831,02/04/2020,Hyundai,Elantra,1.6 D-CVVT Mode Plus,2012.0,Benzin/LPG,Düz Vites,1601-1800 cc,126-150 BG,Gümüş Gri ,Sedan,Galeriden,2. El,93023,92750
3832,02/04/2020,Hyundai,IX35,1.6 GDI 4x2 Style Plus,2012.0,Benzin,Düz Vites,1301-1600 cc,126-150 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,104000,132000
3833,02/04/2020,Hyundai,I40,1.6 GDI Prime,2014.0,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,65000,122000
3834,02/04/2020,Hyundai,I30,1.6 CRDi Elite Plus,2016.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Station Wagon,Sahibinden,2. El,35000,162000
3835,02/04/2020,Hyundai,Accent,1.3 Admire,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,140000,45750
3836,01/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Füme ,Sedan,Sahibinden,2. El,78000,104750
3837,01/04/2020,Hyundai,I20,1.4 MPI Elite Smart,2019.0,Benzin,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,4100,146500
3838,01/04/2020,Hyundai,Getz,1.5 CRDi VGT,2011.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,183000,50000
3840,30/03/2020,Hyundai,Getz,1.5 CRDi VGT,2007.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,240000,38700
3842,29/03/2020,Hyundai,I20,1.4 MPI Elite Smart,2015.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,51000,117500
3844,27/03/2020,Hyundai,I20,1.2 D-CVVT Jump,2012.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,330000,36000
3845,27/03/2020,Hyundai,Getz,1.4 DOHC 1.4 AB AC,2008.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,1000,49800
3846,27/03/2020,Hyundai,I20,1.4 MPI Elite Smart,2016.0,Benzin,Otomatik Vites,3501-4000 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,52000,112000
3847,26/03/2020,Hyundai,I20,1.2 MPI Jump,2014.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,200000,34900
3848,26/03/2020,Hyundai,Tucson,2.0 CRDi Select,2007.0,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Siyah ,Arazi Aracı,Sahibinden,2. El,275000,69750
3849,26/03/2020,Hyundai,Elantra,1.6 GLS,2003.0,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,304000,44250
3850,26/03/2020,Hyundai,Accent,1.5 1.5i LS,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,252000,29100
3851,26/03/2020,Hyundai,Accent,1.3 LX,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,304000,27750
3853,24/03/2020,Hyundai,Accent,1.5 CRDi Admire,2003.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Yeşil ,Sedan,Sahibinden,Hasarlı,217850,25750
3854,23/03/2020,Hyundai,IX35,1.6 GDI Elite,2014.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Arazi Aracı,Sahibinden,0 km,58000,150000
3855,23/03/2020,Hyundai,Accent Era,1.5 CRDi Team,2011.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,153000,57000
3856,22/03/2020,Hyundai,Accent,1.5 CRDi Admire,2004.0,Dizel,Düz Vites,1601-1800 cc,76-100 BG,Gri ,Sedan,Sahibinden,2. El,220000,34500
3857,21/03/2020,Hyundai,Accent,1.3 LS,1998.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Sedan,Galeriden,2. El,265000,20000
3858,21/03/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015.0,Dizel,Düz Vites,1601-1800 cc,126-150 BG,Gri ,Sedan,Sahibinden,2. El,60000,117500
3862,19/03/2020,Hyundai,Accent Era,1.5 CRDi-VGT Select,2010.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,207000,48750
3863,19/03/2020,Hyundai,Tucson,1.6 T-GDI Elite,2018.0,Benzin,Otomatik Vites,1301-1600 cc,176-200 BG,Beyaz ,Diğer,Sahibinden,2. El,7000,232000
3864,23/12/2019,Hyundai,Santa Fe,2.0 CRDi,2005.0,Dizel,Otomatik Vites,1801-2000 cc,100 BG ve altı,Gri ,Crossover,Sahibinden,2. El,234531,50000
3867,10/05/2020,Infiniti,G,G35 Coupe,2005.0,Benzin,Yarı Otomatik Vites,3001-3500 cc,301-325 BG,Kırmızı ,Spor / Coupe,Sahibinden,2. El,110000,209900
3887,11/06/2020,Jaguar,XF,2.0 D Prestige Plus,2015.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Galeriden,2. El,103000,349900
3891,07/05/2020,Jaguar,S Type,4.2,2003.0,Benzin,Otomatik Vites,4001-4500 cc,151-175 BG,Kahverengi ,Sedan,Galeriden,2. El,174000,105000
3899,16/06/2020,Jeep,Grand Cherokee,3.0 CRD Limited,2014.0,Dizel,Otomatik Vites,2501-3000 cc,176-200 BG,Siyah ,Diğer,Galeriden,2. El,253000,420000
3901,13/06/2020,Jeep,CJ-5,CJ-5,1977.0,Benzin/LPG,Düz Vites,4001-4500 cc,126-150 BG,Lacivert ,Arazi Aracı,Sahibinden,Klasik,85752,75750
3902,12/06/2020,Jeep,Cherokee,Grand Cherokee 3.0 CRD,2011.0,Dizel,Otomatik Vites,2501-3000 cc,201-225 BG,Gri ,Arazi Aracı,Galeriden,2. El,196000,190000
3903,10/06/2020,Jeep,Renegade,1.6 Multijet Limited,2015.0,Dizel,Düz Vites,1601-1800 cc,151-175 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,36000,170000
3906,09/05/2020,Jeep,CJ-5,CJ-5,1959.0,Dizel,Düz Vites,2001-2500 cc,100 BG ve altı,Sarı ,Arazi Aracı,Sahibinden,Klasik,59000,42250
3907,09/05/2020,Jeep,CJ-5,Diğer,1959.0,Dizel,Düz Vites,2001-2500 cc,100 BG ve altı,Sarı ,Arazi Aracı,Sahibinden,Klasik,59000,42250
3910,25/04/2020,Jeep,Renegade,1.6 Multijet Longitude,2018.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Arazi Aracı,Sahibinden,2. El,9700,205000
3912,20/04/2020,Jeep,Renegade,1.6 Multijet Longitude,2019.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Mavi ,Crossover,Sahibinden,0 km,3500,225000
3913,20/04/2020,Jeep,Compass,2.0 CRD Limited,2008.0,Dizel,Düz Vites,1801-2000 cc,101-125 BG,Gri ,Arazi Aracı,Galeriden,2. El,194000,84990
3936,02/04/2020,Jeep,Wrangler,4x4 2.8 CRD Rubicon,2009.0,Dizel,Otomatik Vites,2501-3000 cc,176-200 BG,Beyaz ,Diğer,Sahibinden,2. El,180000,260000
3940,15/06/2020,Kia,Sportage,2.0 CRDi EX,2007.0,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Siyah ,Diğer,Galeriden,2. El,261000,86400
3941,14/06/2020,Kia,Rio,1.4 EX,2008.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,76-100 BG,Füme ,Sedan,Sahibinden,2. El,149000,63500
3942,14/06/2020,Kia,Sorento,2.5 CRDi EX Premium,2006.0,Dizel,Otomatik Vites,2001-2500 cc,126-150 BG,Siyah ,Arazi Aracı,Sahibinden,2. El,186000,90000
3943,13/06/2020,Kia,Retona,2.0 D,2001.0,Dizel,Düz Vites,2001-2500 cc,76-100 BG,Gri ,Arazi Aracı,Galeriden,2. El,100000,90000
3944,13/06/2020,Kia,Sportage,2.0 LX,1996.0,Benzin/LPG,Düz Vites,1801-2000 cc,126-150 BG,Turkuaz ,Arazi Aracı,Sahibinden,2. El,294000,40500
3945,12/06/2020,Kia,Cee'd,1.6 Motion,2012.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,218000,59750
3947,12/06/2020,Kia,Rio,Diğer,2004.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Sarı ,Sedan,Galeriden,2. El,253000,32000
3948,10/06/2020,Kia,Cerato,"1.5 CRDi
",2006.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,300,32750
3949,09/06/2020,Kia,Sorento,2.5 CRDi EX,2008.0,Dizel,Otomatik Vites,2001-2500 cc,126-150 BG,Siyah ,Arazi Aracı,Galeriden,2. El,293000,83900
3950,09/06/2020,Kia,Cee'd,1.6 CRDI Concept Plus,2013.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Gri ,Hatchback 5 Kapı,Galeriden,2. El,170000,113000
3951,07/06/2020,Kia,Cee'd,"1.4
",2019.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,7000,140000
3953,04/06/2020,Kia,Sportage,1.6 GDI Premium,2015.0,Benzin/LPG,Düz Vites,1601-1800 cc,126-150 BG,Bal Rengi ,Diğer,Galeriden,2. El,40000,150000
3955,02/06/2020,Kia,Rio,1.25 CVVT Natty,2013.0,Benzin/LPG,Düz Vites,1300 cc ve altı,100 BG ve altı,Gri ,Hatchback 3 Kapı,Yetkili,0 km,124570,79000
3956,02/06/2020,Kia,Sportage,1.6 GDI Concept Plus,2017.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Bej ,Sedan,Galeriden,0 km,24689,188900
3958,01/06/2020,Kia,Sephia,1.6 GTX,1997.0,Benzin/LPG,Düz Vites,Bilmiyorum,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,245000,22000
3960,29/05/2020,Kia,Sorento,2.5 CRDi EX Premium,2006.0,Dizel,Otomatik Vites,2001-2500 cc,151-175 BG,Gümüş Gri ,Arazi Aracı,Galeriden,2. El,202000,67950
3961,29/05/2020,Kia,Cerato,1.6 CRDi Concept Plus,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,126-150 BG,Siyah ,Sedan,Galeriden,2. El,70000,162950
3962,29/05/2020,Kia,Sportage,2.0 TD,1999.0,Dizel,Düz Vites,1801-2000 cc,51-75 BG,Beyaz ,Arazi Aracı,Sahibinden,2. El,220000,46500
3963,27/05/2020,Kia,Rio,1.4 CVVT Comfort,2017.0,Benzin,Otomatik Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,109532,117500
